
 Shelby County, AL Property Tax information

Base tax, $29430 , x , 60.2000 , = , $1772 

 Faulkner County, AR Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Conway City, $31640 , x , 50.6000 , = , $1600.98 
Property tax, $31640 , x , 50.6000 , = , $1601 

 Lonoke County, AR Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Cabot City, $28720 , x , 49.4000 , = , $1418.77 
Base tax, $28720 , x , 49.4000 , = , $1419 

 Pulaski County, AR Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County Road Fund, $1938 , x , 1.4500 , = , $2.81 
Pulaski County, $1938 , x , 5.0000 , = , $9.69 
County Library, $1938 , x , 1.6000 , = , $3.10 
County Hospital, $1938 , x , 0.6000 , = , $1.16 
Pulaski School District, $1938 , x , 40.7000 , = , $78.88 
Sherwood Road, $1938 , x , 1.4500 , = , $2.81 
Capital Improvements, $1938 , x , 1.3000 , = , $2.52 
Property tax, $1938 , x , 52.1000 , = , $101 

 Saline County, AR Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Library, $22030 , x , 1.7000 , = , $37.45 
Road, $22030 , x , 3.0000 , = , $66.09 
County Saline, $22030 , x , 5.0000 , = , $110.15 
Schools Grant-Sheridan, $22030 , x , 36.0000 , = , $793.08 
Base tax, $22030 , x , 45.7000 , = , $1007 

 Alameda County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Bay Area Rapid Transit, $1765370 , x , 0.0139% , = , $245.39 
City of Oakland 1, $1765370 , x , 0.2012% , = , $3551.92 
County Go Bond, $1765370 , x , 0.0036% , = , $63.55 
Countywide Tax, $1765370 , x , 1.0000% , = , $17653.70 
East Bay Regional Park 1, $1765370 , x , 0.0014% , = , $24.72 
Oakland Unified SCH Dist BNDS, $1765370 , x , 0.1084% , = , $1913.66 
Peralta Comm Coll Bonds, $1765370 , x , 0.0452% , = , $797.95 
Base tax, $1765370 , x , 1.3737% , = , $24251 

 Butte County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Butte College Election 2002, $91874 , x , 0.0214 , = , $19.70 
Butte College Election 2016, $91874 , x , 0.0199 , = , $18.29 
Local Agency General, $91874 , x , 1.0000 , = , $918.74 
Base tax, $91874 , x , 1.0414 , = , $957 

 Contra Costa County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Bart, $533859 , x , 0.0071 , = , $37.90 
Bart Bond 2016, $533859 , x , 0.0068 , = , $36.30 
Brentwood Elem 16, $533859 , x , 0.0115 , = , $61.39 
Brentwood Elem 97, $533859 , x , 0.0155 , = , $82.75 
BRTWD Elem BD 2003, $533859 , x , 0.0175 , = , $93.43 
City of Brentwood, $533859 , x , 0.0048 , = , $25.63 
Comm Coll 2002 Bnd, $533859 , x , 0.0058 , = , $30.96 
Comm Coll 2006 Bnd, $533859 , x , 0.0011 , = , $5.87 
Comm Coll 2014 Bnd, $533859 , x , 0.0092 , = , $49.12 
East Bay Reg Pk BD, $533859 , x , 0.0014 , = , $7.47 
Liberty Bond 94, $533859 , x , 0.0183 , = , $97.70 
Liberty HI BD 2001, $533859 , x , 0.0183 , = , $97.70 
Liberty High BD 16, $533859 , x , 0.0187 , = , $99.83 
Countywide Tax, $533859 , x , 1.0000 , = , $5338.59 
Property tax, $533859 , x , 1.1360 , = , $6065 

 El Dorado County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Proposition 13: 1% General Tax Levy, $254994 , x , 1.0000 , = , $2549.94 
Voter Debt: Lake Tahoe Unified SCHL Elctn1999, $254994 , x , 0.0187 , = , $47.67 
Voter Debt: Lake Tahoe Unified SCHL Elctn2008, $254994 , x , 0.0286 , = , $72.82 
Voter Debt: Lake Tahoe College Election 2014, $254994 , x , 0.0230 , = , $58.70 
Property tax, $254994 , x , 1.0703 , = , $2729 

 Fresno County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $192311 , x , 1.2720 , = , $2446 

 Kern County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Gen Local Govt, $305332 , x , 1.0000 , = , $3053.32 
KCCD Sfid 16B, $305332 , x , 0.0196 , = , $59.94 
KCCD Sfid 16C, $305332 , x , 0.0011 , = , $3.50 
KCCD Srid 02B RFD, $305332 , x , 0.0040 , = , $12.06 
KCCD Srid 05a RFD, $305332 , x , 0.0067 , = , $20.58 
KCCD Srid 2002C, $305332 , x , 0.0024 , = , $7.28 
Kcwa ZN 17 Debt, $305332 , x , 0.0177 , = , $54.06 
Kcwa ZN 19 Debt, $305332 , x , 0.0215 , = , $65.55 
Kern High 2004-D, $305332 , x , 0.0027 , = , $8.37 
Kern High 2004-E, $305332 , x , 0.0049 , = , $15.09 
Kern High 2016-A, $305332 , x , 0.0112 , = , $34.29 
Kern High 2016-B, $305332 , x , 0.0131 , = , $39.91 
Kern High 2016-C, $305332 , x , 0.0017 , = , $5.22 
Kern High RF 04C, $305332 , x , 0.0035 , = , $10.77 
Kern High RF 2012, $305332 , x , 0.0050 , = , $15.29 
Kern High RF 2013, $305332 , x , 0.0063 , = , $19.24 
Norris SCH 2012a, $305332 , x , 0.0156 , = , $47.70 
Norris SCH 2012B, $305332 , x , 0.0094 , = , $28.57 
Norris SCH 87 D, $305332 , x , 0.0128 , = , $39.21 
Property tax, $305332 , x , 1.1594 , = , $3540 

 Madera County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Golden Valley Unified, $214086 , x , 0.0699 , = , $149.63 
Golden Valley Unified 06C, $214086 , x , 0.0126 , = , $27.00 
Golden Valley Unified 16, $214086 , x , 0.0540 , = , $115.54 
Golden Valley Unified 17, $214086 , x , 0.0141 , = , $30.08 
Proposition #13 Rate, $214086 , x , 1.0000 , = , $2140.86 
St CT Comm Coll 2012 Ref, $214086 , x , 0.0019 , = , $4.16 
St CT Comm Coll 2015 Ref, $214086 , x , 0.0043 , = , $9.15 
St CT Comm Coll 2016 Go A, $214086 , x , 0.0000 , = , $0.00 
St CT Comm Coll 2016 Go B, $214086 , x , 0.0167 , = , $35.76 
St CT Comm Coll 2017 Ref, $214086 , x , 0.0000 , = , $0.00 
St CT Comm Coll 2018a, $214086 , x , 0.0027 , = , $5.89 
Property tax, $214086 , x , 1.1762 , = , $2518 

 Marin County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Basic Rate on Net Valuation (Prop 13 Rate), $819914 , x , 1.0000 , = , $8199.14 
CLG Marin SCH 2015 Refunding, $819914 , x , 0.0033 , = , $27.06 
CLG Marin SCH 2016 Bond Series B, $819914 , x , 0.0030 , = , $24.60 
CLG Marin SCH 2016 Bond Series B-1, $819914 , x , 0.0058 , = , $47.56 
CLG Marin SCH 2016 Refunding, $819914 , x , 0.0018 , = , $14.76 
CLG Marin SCH 2017 Refunding, $819914 , x , 0.0010 , = , $8.20 
CLG Marin SCH Measure B Jun 2016 Series, $819914 , x , 0.0024 , = , $19.68 
CLG Marin SCH Measure B Jun 2016 Series, $819914 , x , 0.0029 , = , $23.78 
CLG Marin SCH Measure C Nov 2004 Series 4, $819914 , x , 0.0063 , = , $51.65 
Marin Healthcare-2015 F-11/13, $819914 , x , 0.0096 , = , $78.71 
Marin Healthcare-2017 F-11/13, $819914 , x , 0.0122 , = , $100.03 
Sr Elem SCH 2011 Refunding, $819914 , x , 0.0137 , = , $112.33 
Sr Elem SCH 2019 Refunding, $819914 , x , 0.0052 , = , $42.64 
Sr Elem SCH Measure A Nov 2015 Series 2015a, $819914 , x , 0.0053 , = , $43.46 
Sr Elem SCH Measure A Nov 2015 Series B, $819914 , x , 0.0086 , = , $70.51 
Sr Elem SCH Measure A Nov 2015 Series C, $819914 , x , 0.0119 , = , $97.57 
Sr Elem SCH Measure B Nov 2002 Series 2002B, $819914 , x , 0.0201 , = , $164.80 
Sr Elem SCH Measure B Nov 2002 Series 2002C, $819914 , x , 0.0047 , = , $38.54 
Sr High SCH 2011 Refunding, $819914 , x , 0.0058 , = , $47.56 
Sr High SCH 2019 Refunding, $819914 , x , 0.0026 , = , $21.32 
Sr High SCH Measure A Nov 2002 Series 2002B, $819914 , x , 0.0259 , = , $212.36 
Sr High SCH Measure B Nov 2015 Series 2015a, $819914 , x , 0.0051 , = , $41.82 
Sr High SCH Measure B Nov 2015 Series B, $819914 , x , 0.0084 , = , $68.87 
Sr High SCH Measure B Nov 2015 Series C, $819914 , x , 0.0105 , = , $86.09 
Base tax, $819914 , x , 1.1761 , = , $9643 

 Merced County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Local Agencies, $324729 , x , 1.0000 , = , $3247.29 
Atwater Elem SD Bond, $324729 , x , 0.0000 , = , $0.00 
Merced Uhsd Bonds, $324729 , x , 0.0340 , = , $110.41 
Merced College Mer Bonds, $324729 , x , 0.0117 , = , $37.99 
Base tax, $324729 , x , 1.0457 , = , $3396 

 Monterey County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Carmel Unified Series 2010 & 2016 Ref, $2362715 , x , 0.0152 , = , $360.24 
County-Wide 1% Rate, $2362715 , x , 1.0000 , = , $23627.15 
Monterey Pen CCD 2002B 2013 Ref Ab & 2016ref, $2362715 , x , 0.0202 , = , $476.47 
Base tax, $2362715 , x , 1.0354 , = , $24464 

 Napa County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County General 1% Tax, $750993 , x , 1.0000 , = , $7509.93 
Napa Valley College Election 2002 Bond, $750993 , x , 0.0190 , = , $142.69 
Nvusd Election 2002 Bond, $750993 , x , 0.0173 , = , $129.92 
Nvusd Election 2006 Bond, $750993 , x , 0.0396 , = , $297.39 
Nvusd Election 2016 Bond, $750993 , x , 0.0332 , = , $249.33 
Base tax, $750993 , x , 1.1091 , = , $8329 

 Nevada County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Prop13: 1% Tax Levy, $350174 , x , 1.0000% , = , $3501.74 
Voter Debt: Sierra College Sfid #1 2004, $350174 , x , 0.0122% , = , $42.86 
Voter Debt: Ttjusd Sfid #1 1999, $350174 , x , 0.0075% , = , $26.11 
Voter Debt: Ttjusd Sfid #1 2014, $350174 , x , 0.0427% , = , $149.62 
Voter Debt: Tahoe Forest Hospital 2007, $350174 , x , 0.0187% , = , $65.55 
Property tax, $350174 , x , 1.0811% , = , $3786 

 Orange County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Basic Levyco.  CitySchool & Dist, $490620 , x , 1.0000% , = , $4906.20 
Metro Water Distmwdoc 1205999, $490620 , x , 0.0035% , = , $17.17 
Saddleback Valley Usd 2004 Bond#2004a, $490620 , x , 0.0056% , = , $27.33 
Saddleback Valley Usd 2004 Sr 2007a, $490620 , x , 0.0067% , = , $32.92 
Saddleback Vusd El 2004 Sr 2013a, $490620 , x , 0.0098% , = , $48.28 
Saddleback Vusd Go El 2004 Sr 2016a, $490620 , x , 0.0012% , = , $6.08 
Base tax, $490620 , x , 1.0269% , = , $5038 

 Placer County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $312565 , x , 1.0667 , = , $3334 

 Riverside County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
City of Riverside, $657923 , x , 0.0054 , = , $35.73 
General Purpose, $657923 , x , 1.0000 , = , $6579.23 
MWD West 1302999, $657923 , x , 0.0035 , = , $23.03 
Riverside City Community College, $657923 , x , 0.0148 , = , $97.11 
Riverside Unified School, $657923 , x , 0.0952 , = , $626.15 

 Sacramento County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County Wide 1%, $485208 , x , 1.0000 , = , $4852.08 
Los Rios Coll Gob, $485208 , x , 0.0223 , = , $108.20 
Sacto Unified Gob, $485208 , x , 0.1171 , = , $568.18 
Property tax, $485208 , x , 1.1394 , = , $5528 

 San Benito County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Aromas-Sj Usd 2011 RFND Bond, $352210 , x , 0.0502 , = , $176.95 
Aromas-Sj Usd E2020 Ser A, $352210 , x , 0.0474 , = , $166.98 
Gavilan 3-2-04 D.S., $352210 , x , 0.0184 , = , $64.81 
Gavilan D.S. 11-6-18, $352210 , x , 0.0233 , = , $82.06 
General Property Tax, $352210 , x , 1.0000 , = , $3522.10 
SB Hospital Bond #2014, $352210 , x , 0.0200 , = , $70.59 
SB Water-San Felipe, $352210 , x , 0.2500 , = , $880.52 
Property tax, $352210 , x , 1.4094 , = , $4964 

 San Bernardino County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
San Bernardino County, $558633 , x , 1.0000 , = , $5586.33 
School District, $558633 , x , 0.1531 , = , $855.27 
Water District, $558633 , x , 0.1425 , = , $796.05 
Base tax, $558633 , x , 1.2956 , = , $7238 

 San Diego County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $216115 , x , 1.1048% , = , $2388 

 San Francisco County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $3205203 , x , 1.1984 , = , $38411 

 San Joaquin County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Lodi Usd 2002 Meas K 2011R Bond, $645000 , x , 0.0070 , = , $45.15 
Lodi Usd 2002 Meas K 2012R Bond, $645000 , x , 0.0125 , = , $80.62 
Lodi Usd 2002 Meas K 2015R Bond, $645000 , x , 0.0026 , = , $16.77 
Lodi Usd 2002 Meas K 2017R Bond, $645000 , x , 0.0044 , = , $28.38 
Lodi Usd 2016 Meas U 2017 Bond, $645000 , x , 0.0107 , = , $69.02 
Lodi Usd 2016 Meas U 2020 Bond, $645000 , x , 0.0457 , = , $294.76 
Prop 13 Mandate, $645000 , x , 1.0000 , = , $6450.00 
SJ Delta Coll 2004 Meas L 2015R Bond, $645000 , x , 0.0126 , = , $81.27 
SJ Delta Coll 2004 Meas L 2018D Bond, $645000 , x , 0.0034 , = , $21.93 
SJ Delta Coll 2004 Meas L 2020R Bond, $645000 , x , 0.0023 , = , $14.84 
Base tax, $645000 , x , 1.1012 , = , $7103 

 San Luis Obispo County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Proposition 13, $540307 , x , 1.0000 , = , $5403.07 
San Luis Coastal Unified, $540307 , x , 0.0192 , = , $104.01 
State Water Project, $540307 , x , 0.0040 , = , $21.61 
Unified/HI Bond Lease, $540307 , x , 0.0390 , = , $210.72 
Base tax, $540307 , x , 1.0622 , = , $5739 

 San Mateo County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
General Tax Rate, $2430926 , x , 1.0000 , = , $24309.26 
San Mateo Comm Coll 200, $2430926 , x , 0.0037 , = , $89.94 
San Mateo High 2012 Go, $2430926 , x , 0.0019 , = , $46.19 
San Mateo High 2014 Go, $2430926 , x , 0.0021 , = , $51.05 
San Mateo High 2016 Go, $2430926 , x , 0.0061 , = , $148.29 
San Mateo High 2017 Go, $2430926 , x , 0.0015 , = , $36.46 
San Mateo High 2019 Go, $2430926 , x , 0.0025 , = , $60.77 
San Mateo High 2019 Ref, $2430926 , x , 0.0020 , = , $48.62 
San Mateo High BD Ser 2, $2430926 , x , 0.0061 , = , $148.29 
San Mateo High Elec 06, $2430926 , x , 0.0050 , = , $121.55 
San Mateo High Elec 06, $2430926 , x , 0.0003 , = , $7.29 
San Mateo High Elec 06, $2430926 , x , 0.0018 , = , $43.76 
San Mateo High Elec 06, $2430926 , x , 0.0005 , = , $12.15 
San Mateo High Elec 201, $2430926 , x , 0.0007 , = , $17.02 
San Mateo High Elec 201, $2430926 , x , 0.0031 , = , $75.36 
San Mateo High Elec 201, $2430926 , x , 0.0007 , = , $17.02 
San Mateo High Elect 20, $2430926 , x , 0.0062 , = , $150.72 
San Mateo High Go Ref, $2430926 , x , 0.0044 , = , $106.96 
SM FC Go 2014 Refunding, $2430926 , x , 0.0013 , = , $31.60 
SM FC Go BD 2020 Refund, $2430926 , x , 0.0203 , = , $493.48 
SM FC Go Bond '08 Elec, $2430926 , x , 0.0065 , = , $158.01 
SM FC Go Bond 2015 Refu, $2430926 , x , 0.0151 , = , $367.07 
SM Foster City Elec 08, $2430926 , x , 0.0008 , = , $19.45 
SM Foster City Series Q, $2430926 , x , 0.0022 , = , $53.48 
SM JR Coll 2018 Ref Bon, $2430926 , x , 0.0005 , = , $12.15 
SM JR Coll 2019 Ref Bon, $2430926 , x , 0.0005 , = , $12.15 
SM JR Coll Bond 2001 SE, $2430926 , x , 0.0007 , = , $17.02 
SM JR Coll Bond 2006 SE, $2430926 , x , 0.0032 , = , $77.79 
SM JR Coll Bond 2014 Re, $2430926 , x , 0.0017 , = , $41.33 
SM JR Coll Bond 2015 E, $2430926 , x , 0.0012 , = , $29.17 
SM JR Coll Bond Ref 201, $2430926 , x , 0.0025 , = , $60.77 
SM JR Coll Bond Ser 200, $2430926 , x , 0.0018 , = , $43.76 
SM JR Coll Elect 2014, $2430926 , x , 0.0036 , = , $87.51 
SM JR College BD 2002, $2430926 , x , 0.0019 , = , $46.19 
Property tax, $2430926 , x , 1.1124 , = , $27042 

 Santa Clara County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Evergreen Elem 1997, $997591 , x , 0.0158% , = , $157.62 
Evergreen Elem 2006, $997591 , x , 0.0228% , = , $227.45 
Evergreen Elem 2014, $997591 , x , 0.0217% , = , $216.48 
Sj-Evergreen Coll 1998, $997591 , x , 0.0011% , = , $10.97 
San Jose Coll 2004, $997591 , x , 0.0110% , = , $109.74 
Sj-Evergreen Coll 2010, $997591 , x , 0.0064% , = , $63.85 
San Jose-Evergreen CCD 2016, $997591 , x , 0.0172% , = , $171.59 
San Jose City G O Bonds, $997591 , x , 0.0175% , = , $174.58 
East Side Un H S Bond No 9, $997591 , x , 0.0047% , = , $46.89 
East Side High 1999, $997591 , x , 0.0091% , = , $90.78 
East Side High 2002, $997591 , x , 0.0232% , = , $231.44 
Eastside High 2008, $997591 , x , 0.0229% , = , $228.45 
East Side High 2012, $997591 , x , 0.0089% , = , $88.79 
East Side High 2014, $997591 , x , 0.0080% , = , $79.81 
East Side High 2016, $997591 , x , 0.0237% , = , $236.43 
Scvwd-State Water Proj, $997591 , x , 0.0037% , = , $36.91 
1% Maximum Levy, $997591 , x , 1.0000% , = , $9975.91 
CO Retirement Levy, $997591 , x , 0.0388% , = , $387.07 
VMC 2008, $997591 , x , 0.0069% , = , $68.83 
Evergreen SCH Bond No 3, $997591 , x , 0.0073% , = , $72.82 
Property tax, $997591 , x , 1.2707% , = , $12676 

 Santa Cruz County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
1998 C Santa Cruz City Elem School District Bond, $354685 , x , 0.0024% , = , $8.64 
1998 C Santa Cruz City High School District Bond, $354685 , x , 0.0034% , = , $12.03 
1999 City of Santa Cruz Bond, $354685 , x , 0.0045% , = , $16.04 
2013 Ref 2005 Santa Cruz City Elem School District Bond, $354685 , x , 0.0117% , = , $41.41 
2013 Ref 2005 Santa Cruz City High School District Bond, $354685 , x , 0.0113% , = , $40.22 
2016 A Santa Cruz City Elem School District Bond, $354685 , x , 0.0115% , = , $40.92 
2016 A Santa Cruz City High School Distict Bond, $354685 , x , 0.0115% , = , $40.79 
2016 B Santa Cruz Elem School District Bond, $354685 , x , 0.0119% , = , $42.19 
2016 B Santa Cruz High School District Bond, $354685 , x , 0.0118% , = , $41.72 
Cabrillo Col DS 2004a Refunded 2012, $354685 , x , 0.0044% , = , $15.62 
Cabrillo Col Go DS 1998 Series B, $354685 , x , 0.0061% , = , $21.48 
Cabrillo Col Go DS 1998 Series C, $354685 , x , 0.0018% , = , $6.35 
Cabrillo Col Go DS 1998 Series D, $354685 , x , 0.0020% , = , $7.20 
Cabrillo College 2016 Ref of 2004a/B, $354685 , x , 0.0063% , = , $22.22 
Cabrillo College 2019 A Ref 98/04, $354685 , x , 0.0026% , = , $9.21 
Cabrillo College 2019 B Ref 98/04, $354685 , x , 0.0016% , = , $5.69 
General Tax Rate, $354685 , x , 1.0000% , = , $3546.85 
Property tax, $354685 , x , 1.1048% , = , $3919 

 Solano County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
1 PCT Tax Limitation, $581400 , x , 1.0000 , = , $5814.00 
Vjo Usd Gob 2018 Ser 2019, $581400 , x , 0.0546 , = , $317.52 
SCC 2012 Gob Series D, $581400 , x , 0.0050 , = , $28.94 
SCC 2019 Go Refunding Bonds, $581400 , x , 0.0064 , = , $36.98 
Vjo Usd A 2002 Gob Refunding, $581400 , x , 0.0514 , = , $298.97 
SCC Gob Series 2003a, $581400 , x , 0.0070 , = , $40.69 
SCC 2015 Go Refunding Bonds, $581400 , x , 0.0007 , = , $3.99 
SCC Gob 2012 Series B, $581400 , x , 0.0015 , = , $9.00 
SCC 2014 Gob Ref Series A, $581400 , x , 0.0006 , = , $3.58 
SCC 2014 Gob Ref Series B, $581400 , x , 0.0046 , = , $26.89 
SCC 2012 Gob Series C, $581400 , x , 0.0058 , = , $33.88 
Vjo Usd 2017 Gob Refunding, $581400 , x , 0.0159 , = , $92.40 
Somerset Highlands Pkwy Maint, $581400 , x , 0.0600 , = , $348.84 
SC Water Agency St Water Proj, $581400 , x , 0.0200 , = , $116.28 
Base tax, $581400 , x , 1.2336 , = , $7172 

 Sonoma County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Cotati-Rp Unif 1990 Bonds, $383954 , x , 0.0750 , = , $287.97 
Cotati-Rp Unif 2014 Bonds, $383954 , x , 0.0400 , = , $153.58 
Cotati-Rp Unif 2016 Bonds, $383954 , x , 0.0410 , = , $157.42 
Prop 13 Tax Rate, $383954 , x , 1.0000 , = , $3839.54 
Soco JR College 2002 Bond, $383954 , x , 0.0130 , = , $49.91 
Soco JR College 2014 Bond, $383954 , x , 0.0240 , = , $92.15 
WS Dam-Russian River Proj, $383954 , x , 0.0070 , = , $26.88 
Property tax, $383954 , x , 1.2000 , = , $4607 

 Stanislaus County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County General Tax, $353626 , x , 1.0000 , = , $3536.26 
Modesto High-Bond 2001, $353626 , x , 0.0337 , = , $119.20 
Sylvan 2016 Refunding, $353626 , x , 0.0178 , = , $63.09 
Sylvan Elem - 2017 Go Bond, $353626 , x , 0.0064 , = , $22.54 
Sylvan Elem - Bond 2010, $353626 , x , 0.0009 , = , $3.12 
YCCD - Bond 2007 C, $353626 , x , 0.0089 , = , $31.41 
YCCD - Bond 2010 D, $353626 , x , 0.0004 , = , $1.50 
YCCD - Bond 2012 Ref, $353626 , x , 0.0066 , = , $23.18 
YCCD - Bond 2015 Refunding, $353626 , x , 0.0069 , = , $24.46 
Base tax, $353626 , x , 1.0816 , = , $3825 

 Sutter County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Y C Unif 1999 D S - C + Refunding Bond (BM), $216332 , x , 0.0478% , = , $103.42 
Yuba Comm College 2006 D S - A (BX), $216332 , x , 0.0198% , = , $42.75 
Yuba Comm College 2006 D S - B (by), $216332 , x , 0.0112% , = , $24.12 
Yuba Uo General Rate, $216332 , x , 1.0000% , = , $2163.32 
Yuba Comm College 2006 D S - C (BV), $216332 , x , 0.0277% , = , $59.90 
Property tax, $216332 , x , 1.1064% , = , $2394 

 Ventura County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Metropolitan WTR, $436349 , x , 0.0035 , = , $15.27 
Prop 13 Maximum 1% Tax, $436349 , x , 1.0000 , = , $4363.49 
Uni SCH Bond Oakpark 2, $436349 , x , 0.0408 , = , $178.03 
Uni SCH Bond Oakpark 3, $436349 , x , 0.0643 , = , $280.57 
Uni SCH Bond Oakpark 4, $436349 , x , 0.0568 , = , $247.85 
Vta Comm College BD, $436349 , x , 0.0150 , = , $65.45 
Base tax, $436349 , x , 1.1804 , = , $5151 

 Yolo County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Local Agencies, $534347 , x , 1.0000 , = , $5343.47 
Woodland Jusd 2000 BD, $534347 , x , 0.0200 , = , $106.87 
Yuba CCD 2006 BD A, $534347 , x , 0.0080 , = , $42.53 
Yuba CCD 2006 BD B, $534347 , x , 0.0069 , = , $36.86 
Yuba CCD 2006 BD C, $534347 , x , 0.0019 , = , $10.02 
Yuba CCD 2006 BD D, $534347 , x , 0.0030 , = , $16.16 
Yuba CCD 2016 BD A, $534347 , x , 0.0112 , = , $59.60 
Base tax, $534347 , x , 1.0509 , = , $5616 

 Yuba County, CA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Mjusd Go Bond 2008 Series 2018, $139096 , x , 0.0050 , = , $6.89 
Mjusd Go Refunding Bond 2014, $139096 , x , 0.0490 , = , $68.19 
Mjusd Go Refunding Bond 2016, $139096 , x , 0.0534 , = , $74.32 
Property Tax 1% Rate, $139096 , x , 1.0000 , = , $1390.96 
YCCD Go Bond 2006 A, $139096 , x , 0.0080 , = , $11.07 
YCCD Go Bond 2006 B, $139096 , x , 0.0069 , = , $9.60 
YCCD Go Bond 2006 C, $139096 , x , 0.0019 , = , $2.61 
YCCD Go Bond 2016 Series A, $139096 , x , 0.0112 , = , $15.51 
YCCD Go Bond Series D, $139096 , x , 0.0030 , = , $4.21 
